name,features,cuisines,meals,special meals,official_description,rating,street,country,region,coords,image
High Times,,"Dutch, European, Italian, ",,"Vegan Options, Halal, Gluten Free Options, ","A lovely lunchroom in the heart of Amsterdam, where you can experience an at home feeling while visiting Amsterdam. Come and enjoy a pancake or crepe or even the well known dutch poffertjes. We also serve salads, sandwiches, yoghurts, fresh smoothies",3.5,Wijde Kerksteeg 3,The Netherlands,North Holland Province,"{'latitude': '52.374413', 'longitude': '4.897105'}",https://media-cdn.tripadvisor.com/media/photo-o/12/e2/47/38/its-not-that-much-but.jpg
Traiteur Peperwortel,"Takeout, Seating, Reservations, Outdoor Seating, Table Service, ","European, Dutch, Mediterranean, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, ",,4.5,Overtoom 140,The Netherlands,North Holland Province,"{'latitude': '52.3624', 'longitude': '4.873471'}",https://media-cdn.tripadvisor.com/media/photo-o/13/fa/48/2c/catering-peperwortel.jpg
Pluk Amsterdam - Berenstraat,"Takeout, Seating, ","Cafe, European, Healthy, ","Breakfast, Lunch, Brunch, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,3.5,Berenstraat 19,The Netherlands,North Holland Province,"{'latitude': '52.370422', 'longitude': '4.883458'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/cd/64/c2/pluk-amsterdam-berenstraat.jpg
L'Incontro Trattoria,"Reservations, Seating, Serves Alcohol, Highchairs Available, Wheelchair Accessible, Table Service, ","Italian, European, ","Lunch, Dinner, Late Night, ",,,3.5,Amstelveenseweg 71,The Netherlands,North Holland Province,"{'latitude': '52.35358', 'longitude': '4.85609'}",https://media-cdn.tripadvisor.com/media/photo-o/0c/e6/76/97/photo0jpg.jpg
Eetcafe de Jordaan,"Outdoor Seating, Seating, Television, Serves Alcohol, ","Dutch, European, ","Lunch, Dinner, ",,,4.0,Elandsgracht 45,The Netherlands,North Holland Province,"{'latitude': '52.36952', 'longitude': '4.88091'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/02/38/de/bitterballen.jpg
Hakata Senpachi,"Reservations, Seating, Serves Alcohol, Table Service, ","Japanese, Asian, ","Lunch, Dinner, ","Vegetarian Friendly, ",,4.5,Wielingenstraat 16,The Netherlands,North Holland Province,"{'latitude': '52.34435', 'longitude': '4.8893'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/c8/c4/d6/hakata-senpachi.jpg
Corner Inn,"Reservations, ",,,,,2.0,Kinkerstraat 86,The Netherlands,North Holland Province,"{'latitude': '52.367294', 'longitude': '4.871857'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/da/b8/26/photo0jpg.jpg
Halal Fried Chicken de Vlugtlaan,,"American, ","Lunch, Dinner, ","Halal, ",,4.0,Burgemeester De Vlugtlaan 60-62,The Netherlands,North Holland Province,"{'latitude': '52.379887', 'longitude': '4.831684'}",https://media-cdn.tripadvisor.com/media/photo-o/09/c6/63/2b/halal-fried-chicken-de.jpg
La Maschera Lillotatini,"Outdoor Seating, Reservations, Seating, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service, ","Italian, Mediterranean, European, Tuscan, Central-Italian, ","Lunch, Dinner, ","Vegetarian Friendly, ",am1JX195blE,4.5,Tweede Anjeliersdwarsstraat 6HS,The Netherlands,North Holland Province,"{'latitude': '52.377735', 'longitude': '4.881479'}",https://media-cdn.tripadvisor.com/media/photo-o/13/ef/8e/14/bild-2.jpg
Il Forno,,"Italian, ",,,,3.5,Oostenburgergracht 37,The Netherlands,North Holland Province,"{'latitude': '52.36896', 'longitude': '4.92178'}",https://media-cdn.tripadvisor.com/media/photo-o/16/6d/ae/7e/img-20190209-142936-largejpg.jpg
Tomo Sushi,"Takeout, Outdoor Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Delivery, Reservations, Seating, Digital Payments, Table Service, ","Grill, Japanese, Sushi, Asian, ","Lunch, Dinner, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",NzJuX19wejc,4.5,Reguliersdwarsstraat 131,The Netherlands,North Holland Province,"{'latitude': '52.365833', 'longitude': '4.895433'}",https://media-cdn.tripadvisor.com/media/photo-o/09/9f/49/56/tomo-sushi.jpg
Cafe de Barones,"Seating, ","Cafe, Dutch, Bar, European, Pub, ","Breakfast, Lunch, Dinner, ",,,4.5,"Torensteeg, 2",The Netherlands,North Holland Province,"{'latitude': '52.37446', 'longitude': '4.89015'}",https://media-cdn.tripadvisor.com/media/photo-o/12/ba/bb/1a/photo1jpg.jpg
Kam Yin Amsterdam Zuidoost,"Takeout, Seating, Table Service, Serves Alcohol, ","Chinese, Asian, ","Dinner, ","Vegetarian Friendly, ",,3.5,Bijlmerplein 525,The Netherlands,North Holland Province,"{'latitude': '52.315556', 'longitude': '4.955278'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/4b/8b/9f/kam-yin-amsterdam-zuidoost.jpg
De Maria,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Free Wifi, Table Service, ","Steakhouse, Barbecue, Argentinean, ","Lunch, Dinner, ",,,4.0,Rembrandtplein 38,The Netherlands,North Holland Province,"{'latitude': '52.366116', 'longitude': '4.896944'}",https://media-cdn.tripadvisor.com/media/photo-o/14/e4/21/8d/de-maria.jpg
Julia's,"Takeout, Seating, Wheelchair Accessible, ","Italian, European, Fast Food, ","Lunch, ","Vegetarian Friendly, ",,3.5,B Orlyplein 103,The Netherlands,North Holland Province,"{'latitude': '52.389103', 'longitude': '4.8379'}",https://media-cdn.tripadvisor.com/media/photo-o/10/e7/f2/e9/penne-small-portion.jpg
Fresh2Go,,"Japanese, Sushi, Asian, Seafood, ",,,,3.0,Van Woustraat 39,The Netherlands,North Holland Province,"{'latitude': '52.35639', 'longitude': '4.90026'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/49/67/6f/img-20160516-wa0003-largejpg.jpg
Wester Cafe,"Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Free Wifi, ","Dutch, Bar, Cafe, European, ","Breakfast, Lunch, Brunch, Late Night, Drinks, ",,,4.0,Nieuwe Leliestraat 2 1015 SP Amsterdam,The Netherlands,North Holland Province,"{'latitude': '52.375893', 'longitude': '4.884058'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/69/e5/86/photo3jpg.jpg
Pho 91,"Delivery, Takeout, Seating, Serves Alcohol, Accepts Credit Cards, Table Service, ","Asian, Vietnamese, Soups, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",Common misconceptions of Amsterdam,4.0,Albert Cuypstraat 91,The Netherlands,North Holland Province,"{'latitude': '52.35517', 'longitude': '4.891089'}",https://media-cdn.tripadvisor.com/media/photo-o/13/6f/96/34/photo2jpg.jpg
Vleesch Noch Visch,"Delivery, Takeout, Outdoor Seating, Accepts Credit Cards, ","Fast Food, International, Mediterranean, European, Greek, Street Food, Middle Eastern, ","Lunch, Dinner, Brunch, ","Vegetarian Friendly, Vegan Options, ","Serves vegetarian street food items such as Greek pita with vegetarian gyros, homemade tzatziki, rocket salad, tomato, red onion ",4.0,Schaepmanstraat 2,The Netherlands,North Holland Province,"{'latitude': '52.379597', 'longitude': '4.871401'}",https://media-cdn.tripadvisor.com/media/photo-o/11/31/0f/3c/pita-gyros.jpg
Ola Swirls,"Digital Payments, Free Wifi, ",,,,Make your own Swirl,4.0,Dam 13,The Netherlands,North Holland Province,"{'latitude': '52.37255', 'longitude': '4.89418'}",https://media-cdn.tripadvisor.com/media/photo-o/13/b2/b3/26/ice-cream.jpg
Bar James,"Reservations, Seating, Table Service, ","International, ","Brunch, Breakfast, ","Vegetarian Friendly, Vegan Options, ",,4.0,Javastraat 49,The Netherlands,North Holland Province,"{'latitude': '52.36386', 'longitude': '4.93353'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/37/a8/83/img-20170121-133550-largejpg.jpg
Bar Jones,,,"Dinner, ",,,4.5,Nes 33,The Netherlands,North Holland Province,"{'latitude': '52.37171', 'longitude': '4.89375'}",https://media-cdn.tripadvisor.com/media/photo-o/11/f8/bc/be/great-bar.jpg
Betawi,"Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Highchairs Available, ","Asian, Indonesian, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, ",,4.5,Admiraal de Ruijterweg 337,The Netherlands,North Holland Province,"{'latitude': '52.381016', 'longitude': '4.853924'}",https://media-cdn.tripadvisor.com/media/photo-o/0c/c7/62/0e/20160827-162903-hdr-largejpg.jpg
Cedars Libanees Restaurant,"Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Credit Cards, Table Service, Free Wifi, Waterfront, ","Lebanese, Mediterranean, Middle Eastern, International, Grill, ","Dinner, Drinks, Late Night, ","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options, ",emVGX18ySXc,4.0,Heemstedestraat 80 Tussen het Hoofddorpplein en de Ring A10,The Netherlands,North Holland Province,"{'latitude': '52.35192', 'longitude': '4.8444'}",https://media-cdn.tripadvisor.com/media/photo-o/11/83/e6/6e/cedars-een-plek-binnen.jpg
Alchemy,,"Dutch, European, ",,,,4.0,Kerkstraat 50,The Netherlands,North Holland Province,"{'latitude': '52.36519', 'longitude': '4.885481'}",
Aan Tafel - bij Landmarkt,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Highchairs Available, ","Dutch, European, International, Contemporary, Healthy, ","Lunch, Dinner, Brunch, Drinks, ","Vegetarian Friendly, Gluten Free Options, ","Restaurant where we're serving dishes made with ingredients of local companies, bought at our own market. This supermarket is not only nice to buy your daily needed products, you can taste the specialties of the nearest farmers here in a restaurant with a nice atmosphere",3.5,Schellingwouderdijk 339,The Netherlands,North Holland Province,"{'latitude': '52.380924', 'longitude': '4.968583'}",https://media-cdn.tripadvisor.com/media/photo-o/15/11/04/2b/terrace-view.jpg
Koh-i-Noor,"Takeout, Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service, Delivery, ","Indian, Asian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, ",Dear ladies,4.0,Rokin 18,The Netherlands,North Holland Province,"{'latitude': '52.37194', 'longitude': '4.892928'}",
Broodje van Popov,"Seating, Takeout, Reservations, Table Service, ","European, Cafe, ","Breakfast, Brunch, Lunch, ","Vegetarian Friendly, ",,4.0,1073 LL Amsterdam Van Woustraat 20,The Netherlands,North Holland Province,"{'latitude': '52.356792', 'longitude': '4.899516'}",https://media-cdn.tripadvisor.com/media/photo-o/0a/14/80/a9/broodje-van-popov.jpg
Bistro Baret,"Reservations, Seating, Serves Alcohol, Table Service, ","Dutch, European, Seafood, ","Dinner, ","Vegetarian Friendly, Gluten Free Options, ",RkF5X19GWUw,4.5,Korte Amstelstraat 18,The Netherlands,North Holland Province,"{'latitude': '52.36185', 'longitude': '4.904839'}",https://media-cdn.tripadvisor.com/media/photo-o/17/e1/cc/08/20190609-181020-largejpg.jpg
Java Chinese-Indonesian Restaurant,"Reservations, Seating, Table Service, Takeout, Serves Alcohol, ","Asian, Chinese, Indonesian, ","Lunch, Dinner, ","Vegetarian Friendly, ",,3.0,Nieuwendijk 167-169,The Netherlands,North Holland Province,"{'latitude': '52.375366', 'longitude': '4.894852'}",https://media-cdn.tripadvisor.com/media/photo-o/17/4a/8b/b9/20190425-204638-largejpg.jpg
KFC Akerpoort,"Wheelchair Accessible, ","American, Fast Food, ",,,,3.5,Zuidermolenweg 27,The Netherlands,North Holland Province,"{'latitude': '52.359844', 'longitude': '4.781811'}",https://media-cdn.tripadvisor.com/media/photo-o/08/91/97/ae/neat-and-tidy-restaurant.jpg
Letcafe de Staalmeesters,"Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service, Reservations, Free Wifi, ","Dutch, Bar, Cafe, European, Pub, ","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks, ","Vegetarian Friendly, ",,4.0,Kloveniersburgswal 127 Hs,The Netherlands,North Holland Province,"{'latitude': '52.36838', 'longitude': '4.896511'}",https://media-cdn.tripadvisor.com/media/photo-o/14/fc/34/e8/ta-img-20181009-112647.jpg
Caffe Italia,"Takeout, Seating, Street Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service, Reservations, ","Italian, Pizza, International, ","Lunch, Dinner, Brunch, ","Vegetarian Friendly, ",De kleuren van Itali,4.0,Warmoesstraat 93,The Netherlands,North Holland Province,"{'latitude': '52.374565', 'longitude': '4.897091'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/ba/2e/69/caffe-italia.jpg
McDonald's Amsterdam Damrak 8,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, ","American, Fast Food, ",,,Welkom bij McDonald's Amsterdam Damrak 8,3.0,Damrak 8,The Netherlands,North Holland Province,"{'latitude': '52.3738', 'longitude': '4.89368'}",https://media-cdn.tripadvisor.com/media/photo-o/18/d0/0c/88/photo0jpg.jpg
Ikura Sushi Bar,"Reservations, Wheelchair Accessible, Table Service, Delivery, Takeout, Seating, Serves Alcohol, ","Japanese, Sushi, Asian, Seafood, ","Lunch, Dinner, ","Vegetarian Friendly, ",,4.5,Albert Cuypstraat 65,The Netherlands,North Holland Province,"{'latitude': '52.35497', 'longitude': '4.88946'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/0a/7f/07/enjoy-our-daily-fresh.jpg
Ristorante Ciao Sorella,"Delivery, Takeout, Reservations, Private Dining, Parking Available, Street Parking, Validated Parking, Free off-street parking, Highchairs Available, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Waterfront, Dog Friendly, Family style, Non-smoking restaurants, ","Italian, Diner, Neapolitan, Northern-Italian, Southern-Italian, ","Dinner, Drinks, ",,Wilt u buiten de drukte van Amsterdam in alle rust genieten van een overheerlijke Italiaanse pasta of pizza met een goed glas wijn,4.0,Hartveldseweg 43,The Netherlands,North Holland Province,"{'latitude': '52.33931', 'longitude': '4.95666'}",https://media-cdn.tripadvisor.com/media/photo-o/18/49/00/36/ciao-sorella.jpg
Vishandel Albert Cuyp,"Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Accepts Credit Cards, ","Dutch, Seafood, Fast Food, European, ","Lunch, ",,Eat your fish or sandwich directly on the market. Simple and delicious small meals. Open during market hours,4.5,Albert Cuypstraat 155,The Netherlands,North Holland Province,"{'latitude': '52.355644', 'longitude': '4.89363'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/00/d0/40/vishandel-albert-cuyp.jpg
De Bekeerde Suster,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, ","Dutch, Bar, European, Pub, ","Lunch, Dinner, Brunch, Late Night, Drinks, ","Vegetarian Friendly, ","The Bekeerde Suster is a brewpub in the city centre of Amsterdam, close to the Nieuwmarkt. The brewery is at the back of the pub and is worth watching. If you're Lucky you might be able to see the brewmaster live in action...Besides the brewery we offer another 8 beers on tap and at least 45 bottled from breweries all over the world. We serve a good quality lunch and dinner menu, with some classic dishes.",4.5,Kloveniersburgwal 6-8,The Netherlands,North Holland Province,"{'latitude': '52.372093', 'longitude': '4.899468'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/95/78/b1/photo0jpg.jpg
De Brasserie Begraafplaats Buitenveldert,"Wheelchair Accessible, Takeout, Reservations, Outdoor Seating, Street Parking, Serves Alcohol, Table Service, ","Dutch, European, ","Breakfast, Lunch, Brunch, Drinks, ",,"In het midden van de Zuidas ligt een oase van rust. Een Brasserie met een huiselijke sfeer. Wij serveren smaakvolle broodjes, sandwiches, salades en warme gerechten. Op ons terras aan de achterkant van de Brasserie zit u heerlijk in de zon of koel in de schaduw van onze platanen. Komt u langs voor deze bijzondere plek",4.5,Fred. Roeskestraat 103 Front of the Roman Catholic Cemetary Buitenveldert,The Netherlands,North Holland Province,"{'latitude': '52.340874', 'longitude': '4.861074'}",https://media-cdn.tripadvisor.com/media/photo-o/17/fe/3c/11/caption.jpg
Molen Bakkerij,,,,,,4.0,Utrechtsestraat 122,The Netherlands,North Holland Province,"{'latitude': '52.36153', 'longitude': '4.89899'}",https://media-cdn.tripadvisor.com/media/photo-o/15/2f/a7/ae/20181027-113914-largejpg.jpg
Cafe Mokum,"Outdoor Seating, Seating, Serves Alcohol, Table Service, ","Bar, Cafe, European, ","Lunch, Brunch, ","Vegetarian Friendly, ",,3.5,Leidseplein 18,The Netherlands,North Holland Province,"{'latitude': '52.364353', 'longitude': '4.882724'}",https://media-cdn.tripadvisor.com/media/photo-o/19/97/5b/6f/cafe-mokum-sanju-3.jpg
Sushi Inn,,"Japanese, Sushi, ",,,,3.5,Spuistraat 90 A,The Netherlands,North Holland Province,"{'latitude': '52.37526', 'longitude': '4.8911'}",
Food Court,"Reservations, ","Chinese, ","Lunch, Dinner, ",,,4.5,Bijlmerplein 561,The Netherlands,North Holland Province,"{'latitude': '52.31484', 'longitude': '4.954621'}",https://media-cdn.tripadvisor.com/media/photo-o/09/3f/9e/b6/food-court.jpg
The Meets,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service, Takeout, Street Parking, Accepts Credit Cards, ","European, Dutch, International, ","Breakfast, Lunch, Dinner, Brunch, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",We like to follow the 80,4.0,Cornelis Troostplein 3,The Netherlands,North Holland Province,"{'latitude': '52.351112', 'longitude': '4.891703'}",https://media-cdn.tripadvisor.com/media/photo-o/13/e2/3d/a0/window-view.jpg
SLA Zuidas,"Delivery, Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Gift Cards Available, ","Soups, Healthy, ","Breakfast, Lunch, Dinner, Drinks, ","Vegetarian Friendly, Vegan Options, ",SLA is on a mission,4.5,Claude Debussylaan 35,The Netherlands,North Holland Province,"{'latitude': '52.33729', 'longitude': '4.87121'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/c3/da/ee/sla-zuidas.jpg
